lambda,second_max_cluster_size_mean,second_max_cluster_size_std,third_max_cluster_size_mean,third_max_cluster_size_std,fourth_max_cluster_size_mean,fourth_max_cluster_size_std,fifth_max_cluster_size_mean,fifth_max_cluster_size_std
0.862199999999998,0.0028228447914123,0.00224831208531,0.0015919158935546,0.0009021271555364,0.0011656264305114,0.0005268414464156,0.000940302658081,0.0003704163663132
0.862299999999998,0.002861507320404,0.0022869799545118,0.0015841630935668,0.0008213164524294,0.0011636469841003,0.0004909371291681,0.0009433909416198,0.000355396263989
0.862399999999998,0.0027806221961975,0.0022829354648464,0.0015733503341674,0.0008875067902509,0.001148833656311,0.0005293165689993,0.00092468252182,0.0003607608725202
0.8624999999999979,0.0027300632476806,0.0021689220105181,0.0015381029129028,0.0008074332842931,0.0011287572860717,0.0004768550275934,0.0009118151664733,0.0003426164905659
0.8625999999999979,0.0019186024665832,0.0014083624782267,0.0011149384498596,0.0005461493511387,0.0008305443763732,0.0003347771281484,0.0006764809608459,0.0002447224126264
0.8626999999999979,0.0018743626594543,0.0014013885307754,0.0010797319412231,0.000543543351559,0.0008086915016174,0.0003321008347874,0.0006586735725402,0.0002330969906679
0.8627999999999979,0.0017376741409301,0.0013138350356661,0.0010053488731384,0.0005078582296295,0.0007512795448303,0.0003090196755712,0.0006178023338317,0.0002263668207062
0.8628999999999979,0.0017017766952514,0.0012661602602355,0.0009804834365844,0.0004889968386463,0.0007339632987976,0.0002931510077795,0.0006000835418701,0.0002124921317418
0.8629999999999979,0.0017101264953613,0.0012821519427436,0.0009864621162414,0.00047202761263,0.0007403575897216,0.0002848964701044,0.0006076260566711,0.0002045004504361
0.8630999999999979,0.001733203792572,0.0012150522630334,0.0010039838790893,0.0004876853085601,0.0007499472618103,0.0003017563165787,0.000612036705017,0.000217826003664
0.8631999999999979,0.0017347937583923,0.0012696529380957,0.0010047190666198,0.0004865795043171,0.0007498805046081,0.0002954950743183,0.000612043762207,0.0002124511775605
0.8632999999999978,0.0016276006698608,0.001168128022132,0.0009648651123046,0.0004716561401417,0.000725246810913,0.0002936160113278,0.0005907764434814,0.0002111779482914
0.8633999999999978,0.0016529020309448,0.0011979985850978,0.0009698306083679,0.0004612908648788,0.0007312905311584,0.0002867420061918,0.0005999513626098,0.0002090605609585
0.8634999999999978,0.0016848934173583,0.0012163671740826,0.0009684122085571,0.000457955812235,0.0007263432502746,0.0002826623548669,0.0005953828811645,0.0002000125900835
0.8635999999999978,0.0017005540847778,0.0012361148071844,0.0009860268592834,0.0004941436790802,0.0007356596946716,0.0002949703896333,0.0006024090766906,0.0002115101988766
0.8636999999999978,0.0016598179817199,0.0011482625793909,0.000983408164978,0.0004712981607953,0.0007361079216003,0.0002887495915906,0.0006035857200622,0.0002090770018987
0.8637999999999978,0.0016837786674499,0.0012231304759496,0.0009669617652893,0.0004638952254948,0.0007257015228271,0.0002838281403698,0.0005951023101806,0.0002017405016376
0.8638999999999978,0.0016408464431762,0.0011764477854303,0.0009718729972839,0.0004791405460432,0.0007286128997802,0.0002988534451548,0.0005963326454162,0.0002140688595551
0.8639999999999978,0.0016182452201843,0.0011787655183494,0.0009437183380126,0.0004761782758562,0.0007038471221923,0.0002898193040908,0.000573239994049,0.000204419637749
0.8640999999999978,0.0014864095687866,0.001025337840155,0.000879546546936,0.0004201518410757,0.0006594124794006,0.0002580966385508,0.000539810848236,0.0001869986361059
0.8641999999999977,0.0013782305717468,0.0009589092560152,0.000815613079071,0.0003690547643902,0.0006186896324157,0.0002291916362022,0.0005109331130981,0.0001671998754977
0.8642999999999977,0.0014195452690124,0.0009832179512892,0.0008391478538513,0.0003861821487336,0.0006332586288452,0.0002513967325233,0.0005199104309082,0.0001797909803036
0.8643999999999977,0.0014188724517822,0.00100568721477,0.0008321403503417,0.0003974632647038,0.000625813961029,0.0002361633592686,0.0005168293952941,0.0001731312120813
0.8644999999999977,0.0013917214393615,0.0010051191681143,0.0008188583374023,0.0003805400377473,0.000619058895111,0.0002397334884837,0.0005104069709777,0.000176398116118
0.8645999999999977,0.0013483653068542,0.0009034116414267,0.000803054523468,0.0003837493079142,0.0006018717765808,0.000235730711511,0.0004928505897521,0.0001653985772482
0.8646999999999977,0.0012765309333801,0.0008788826003536,0.0007608575820922,0.0003632400965472,0.0005761068344116,0.0002242673500994,0.0004755109786987,0.0001658870195911
0.8647999999999977,0.0011908831596374,0.0008161386567966,0.0007122664451599,0.0003155123318799,0.0005420413970947,0.0002003771938746,0.0004479365348815,0.0001478352802614
0.8648999999999977,0.0011699400901794,0.0008014968735809,0.0007054480552673,0.0003243919290992,0.0005362939834594,0.0002022861496636,0.0004416868209838,0.0001471372831733
0.8649999999999977,0.001117423248291,0.0007456967514242,0.0006761036872863,0.0003190586682705,0.000510082244873,0.0001949297268522,0.0004194442749023,0.0001396329501302
